ID Number,pH,Total Alkalinity,Total Hardness,Free Chlorine,Total Chlorine,Nitrite,Nitrate,Total Iron,Source of Household Water,Showerhead Installation Time Frame,Frequency of Household Shower Usage,Frequency of Showerhead Cleaning,Showerhead Cleaning Solution,Showerhead Material,Interior Showerhead Finish,Showerhead System Setup,Does the Showerhead Have a Filter?,Showerhead Spray Pattern Description,How is Water Heated,Age of Hot Water Heater,Hot Water Heater Flush Frequency
NTM00153,6.2,160,250,0,0,NA,1,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00237,6.2,120,250,0.5,0.5,2,4,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00469,6.2,120,250,0,2,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00012,6.8,180,250,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Every 6 Months,Bleach and Water,Plastic,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00574,7.8,120,250,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00029,6.2,50,425,0,0.5,1,10,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00566,6.8,120,100,0,0,0,1,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00639,6.8,170,250,0.1,0.5,1,0,0.1,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Electric Tankless Water Heater,1-5 Years,NA
NTM00516,6.8,80,120,0,0.5,0.15,5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once Every 6 Months,Commercial Cleaning Solution,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM00644,7.2,120,120,0,0,0.15,2,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Every Few Years
NTM00207,7.2,180,120,0,0.5,NA,NA,0,Municipal Water System,Do Not Know,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM00537,7.2,240,250,0.2,0,0,5,0,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Never
NTM00014,6.5,160,120,0,0,NA,1,0.1,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Propane Tankless Water Heater,>10 Years,NA
NTM00640,6.5,120,250,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00633,6.8,180,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00326,6.2,80,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00532,6.2,180,120,0,0,0,2,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Do Not Know
NTM00403,6.2,100,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00545,6.8,120,250,0,0,0,0.3,0,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00339,6.2,40,120,0,0.5,0,1,0.15,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,<1 Year,Never
NTM00655,7.8,150,25/425,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Never
NTM00365,6.2,60,120,0,0,0,0.5,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Every Few Years
NTM00455,6.2,120,120,0,0.5,0,0,0.075,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Yearly
NTM00200,6.2,80,50,0.5,1,0,20,0.15,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00317,6.8,120,120,0,0,2,0,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00560,6.2,35,50,0,0.25,0.075,1,0.05,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM00502,6.8,180,250,0,0.5,1,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Never
NTM00636,6.2,100,100,0,0,0,30,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Electric Tankless Water Heater,>10 Years,NA
NTM00522,6.2,40,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM00478,6,40,120,0,0.2,0,0,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00392,6.2,80,120,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00256,8.4,240,120,0,0,0,2,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00100,6.2,30,120,0,0.5,0,0,0.075,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Copper,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00531,6.2,80,120,0,NA,0.3,10,0.15,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Do Not Know,Do Not Know,Do Not Know
NTM00156,6.8,180,50,0,0,1,0,0,Unknown/Other,Do Not Know,14+ times/week,Do Not Know,Undiluted Bleach,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Do Not Know
NTM00567,6.8,120,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM00050,6.6,180,120,0,0,0.2,11,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00319,< 6.2,60,85,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00091,6.2,40,120,0,1,0,1,0.15,Municipal Water System,Within the Last 6 Months,10-13 times/week,Once Every 6 Months,Replace Showerhead,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Do Not Know
NTM00512,7.4,180,185,0,0,0,4,0.07,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Do Not Know
NTM00626,6.5,160,200,0,0,0.5,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM00543,6.2,40,120,0,0.25,0,1,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00226,6.2,150,120,0,0.5,0,0,0.3,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00595,6.8,180,300,0,0,0.07,5,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Once Every 6 Months,Soapy Water,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Never
NTM00390,6.8,160,200,0,0.75,0.15,2,0.1,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00519,6.2,90,120,0,0,0,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00551,6.8,80,120,0,0,0.15,0.3,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM00338,6.6,70,120,0,2,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Do Not Know
NTM00241,6.5,150,120,0,0.4,0,1,0.1,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM00635,6.8,180,120,0,0.5,0,1.5,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM00570,6.8,180,200,0,0.5,0.1,2,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Electric Tankless Water Heater,6-10 Years,NA
NTM00629,6.6,120,250,0,0.4,0.05,1,0.05,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Gas Tankless Water Heater,6-10 Years,NA
NTM00042,6.2,100,120,0,0,NA,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Nickel,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00262,6,30,200?,0,0,0,0,0.05,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00544,6.2,100,120,0,0.8,0,5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Gas Tankless Water Heater,6-10 Years,NA
NTM00268,6.2,40,120,0,0.5,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Nickel,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Every Few Years
NTM00344,6.2,80,120,0,0,0.15,0,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00398,6.2,80,120,0,2,0,5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM00621,6.2,40,120,0,0,0.15,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Yes,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Never
NTM00622,7,240,250,0,0.5,0.1,10,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00405,7.2,240,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00069,6.1,65,13/200,0,3.8,NA,0.2,0.07,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00529,6.8,150,120,0,1,0,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Solid Brass,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00129,6.8,120,NA,0,0.75,0,10,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Undiluted Bleach,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,1-5 Years,NA
NTM00323,6.2,60,120,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00409,6.2,80,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00234,6.2,40,50,0.5,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Year,Vinegar,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Yearly
NTM00113,6.2,150,120,0.5,1.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00426,6.2,40,50,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Electric Tankless Water Heater,Do Not Know,NA
NTM00208,6.8,180,50,0,0,0,5,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM01320,6.2,80,50,0,0.5,0.3,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01145,6.8,120,120,0,0.5,0,1,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Do Not Know
NTM00989,6.2,0,25,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01337,6.4,80,120,0,0.5,0,0,0.15,Municipal Water System,Do Not Know,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01398,7.8,100,120,0,2,1.5,0.5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01080,7.5,200,425,0,0,1,0,0.1,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00977,7.2,180,0,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Yearly
NTM01322,6.2,30,120,0.3,0,0.5,0.1,NA,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00967,6.2,80,120,0.5,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,1-5 Years,Yearly
NTM01391,6.9,240,25,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM01269,7.2,200,25/425,0,1,0,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Commercial Cleaning Solution,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Every Few Years
NTM01213,6.8,180,120,2,NA,0.3,2,0.4,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01341,6.8,120,250,0,2,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Commercial Cleaning Solution,Solid Brass,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Yearly
NTM01111,7.2,180,250,0,10,0,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM01195,7.5,160,12/200,0,0,0,0,0.3,Well-Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Every Few Years
NTM01276,6.8,120,250,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM01334,7.5,240,425,0,0,0,0,0.075,Rural Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Every Few Years
NTM00598,6.2,120,250,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once Every 6 Months,Vinegar,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01215,7.2,240,0,0,0,0,1,NA,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01205,6.8,180,250,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Bronze,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01273,NA,180,0,0.3,0.5,2,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Brass,Fixed/Permanent,Yes,Fine Misting of Water (Low Flow),Gas Tankless Water Heater,>10 Years,Never
NTM01074,6.2,120,120,0,0,0,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Soapy Water,Plastic,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00988,7.2,80,250,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Nickel,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Yearly
NTM01131,6.8,180,250,0,0.5,0.3,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01407,6.2,40,50,0,0,0.15,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once Every 6 Months,Bleach and Water,Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01002,6.8,160,250,0,0,0,10,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Stainless Steel,Stainless Steel,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01067,6.4,60,50,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once Every 6 Months,Bleach and Water,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM01330,7.8,220,20/338,0,0,0,1,0.2,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01295,7.8,180,120,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Stainless Steel,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01226,7,180,25,0,0,0,1,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01085,6.8,80,120,0,1,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Targeted Pattern Producing Sharp Pointed Spray,Gas Tankless Water Heater,<1 Year,Never
NTM01246,8.4,210,250,0,0,0,2,0.05,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Do Not Know
NTM01249,6.2,80,25/450,0,0,0.3,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
